"basin","avg_slope","avg_intercept","ci_slope_low","ci_slope_high","ci_intercept_low","ci_intercept_high","r2_min","r2_max"
"yakima",0.000622330472985419,5.6508780252051,0.000543621948108097,0.000784685259192523,5.30893878903409,5.98062791578438,0.0939877820511617,0.119131349541278
"willamette",0.000456750875045862,8.69581651104382,0.000223234974074269,0.00133771041465064,8.40763168691077,9.02612607449429,0.0637807310367901,0.145469288785289
