"Intercept","wshd_area_km2","accm_water_exchng_kg_d","mean_ann_pcpt_mm","wshd_max_elevation_m","mean_ann_flow_m3s","basin"
-10.8498057249714,1.43445704223441,1.07275080244636,0.0275432413315128,-0.0311523720784491,-0.428448305475142,-0.554346504989129
-11.0496653565753,1.3823615552877,1.09262135459103,0.105011254459087,-0.100091594698958,-0.381122854354809,-0.401041778346698
-11.0224430529633,1.35521654510424,1.10050245194703,0.0737543749486956,-0.0879829091647714,-0.379438577086303,-0.332563998868344
-11.6216225215209,1.44134415104651,1.08237427408236,0.0905269165562649,-0.0411999568013273,-0.439746644712271,-0.202219509281037
-11.6923533865874,1.40499164158624,1.1107553604878,0.106903426912897,-0.0647559716903785,-0.415287433599289,-0.349307592214508
-12.234265202275,1.48467963489776,1.1267941939596,0.169795838936981,-0.139959397716553,-0.499140213606552,-0.428022811183412
-9.21391827397673,1.34341480840624,1.07964958358984,-0.153014712730193,-0.0383561080675508,-0.374861658907626,-0.714724071844453
-11.0891305376283,1.35362116586462,1.0754164590144,0.119168451561351,-0.0529454373558002,-0.362159744147631,-0.368873765279252
-11.2108245194084,1.34255241158799,1.06144790573275,0.117059112104882,0.00306774976627695,-0.354017250996729,-0.433351804868957
-12.3457309168455,1.43932524602855,1.0978939620146,0.207176833119943,-0.0643600643474781,-0.436056942122944,-0.329475493804487
-12.1944883971508,1.4437986394033,1.0918548187245,0.215858666189391,-0.0802140604212654,-0.440807143979967,-0.433116936411739
-11.0551647634478,1.42016834804545,1.09214262836173,0.0343390654359638,-0.0431517348060751,-0.443928206021607,-0.652975340497464
-11.2228145178348,1.34383416980708,1.06304777023121,0.175759013880856,-0.0601990014005838,-0.347992324092862,-0.316973849845857
-10.6156975557012,1.3333208547997,1.06445753432329,0.0546798881360353,-0.0171188931175769,-0.337140240996164,-0.41629652118264
-12.3629346885326,1.49802597802446,1.09194096649862,0.190519582901886,-0.056345508806289,-0.483381017077789,-0.466518395442976
-13.5340654744009,1.5360915431228,1.12338611070866,0.307494673665035,-0.115374491956947,-0.523077389308643,-0.226601126350082
-8.93103761627071,1.28533997013377,1.03855045054026,-0.134257427938915,0.0349978386191657,-0.306188036607509,-0.623701575370826
-12.2638418878229,1.42143322603344,1.05614544369094,0.220079856021423,-0.0156990913882688,-0.406848935864136,-0.152014796119385
-8.77825207075169,1.29302500373521,1.08921827757094,-0.178992630306705,-0.0802971546904566,-0.332381370549366,-0.55830097275988
-10.9492474580533,1.48291555954021,1.08864496791713,-0.0985065027256583,0.0182438448197793,-0.505976545529439,-0.680166898837029
-10.0546504090885,1.31686921240274,1.08019514469261,-0.0664142779224113,-0.0215408177106428,-0.333244377997229,-0.560658711381273
-13.1914079210537,1.50631178902245,1.12378406863179,0.301284459690125,-0.140917329639921,-0.502667091202444,-0.308081835843988
-10.806133570626,1.32442458675176,1.0911263145999,0.0974198403286989,-0.0992217119655653,-0.337084065081528,-0.284284850304727
-10.3078065984412,1.3223957478128,1.05792478201317,-0.0117742882671419,0.0376743727396649,-0.342672256774465,-0.651787362186891
-11.3139246783723,1.42405250952736,1.07235539360521,0.105164482400737,-0.0292593077247594,-0.422918230960498,-0.47205344028287
-11.8887271254006,1.4139331261237,1.09756651003733,0.171589812736869,-0.0819650354716068,-0.396245116397935,-0.241957516886202
-10.9728459995456,1.38360996558388,1.11341868610681,-0.0267309040399063,-0.0227959019937707,-0.41907319666282,-0.571862504789527
-10.2930850547258,1.31770427724365,1.07849899645154,-0.0408949854336117,0.00492583937903826,-0.343649516531145,-0.543044732675606
-9.44252618078079,1.27291101667225,1.06293147769806,-0.168578315240303,0.0857778077009027,-0.320557124569923,-0.653402011007585
-10.1943631293848,1.41094180102183,1.07142476876615,0.0605237130959395,-0.113961617406221,-0.398748712345454,-0.408069325652919
-12.0514620107691,1.43987252072254,1.10329335406426,0.187629736779752,-0.0971739785925117,-0.430829668733387,-0.361000362994678
-11.2978950444988,1.37253062477304,1.08367360708245,0.0499723369409266,0.0184270960212309,-0.406809944381516,-0.493118467680395
-12.8142801482322,1.47977585273799,1.08069123967043,0.281342996135945,-0.0640117288875078,-0.462690459383015,-0.301537441869644
-12.5329496404661,1.39972486800542,1.10300551324907,0.248530931826015,-0.0696397367070714,-0.406469210268109,-0.25028009391533
-11.9909960018988,1.43733608307752,1.09358332089333,0.184855412818633,-0.0823770262199922,-0.435146195287555,-0.384185283348125
-12.7229089924709,1.60450497195029,1.12971285175743,0.212428560304982,-0.144602243986555,-0.603929471175097,-0.610223289892185
-9.81224535597788,1.34755663550468,1.06984310115695,-0.133849820051179,0.0479103299943979,-0.386477196006729,-0.744950319887695
-12.0314291334959,1.38274423067104,1.10199376294695,0.254042227733172,-0.142613319212766,-0.375348012191644,-0.0672275501214482
-12.2651306242146,1.43087715786362,1.10845473201765,0.196359160709306,-0.13123405982134,-0.417226746966757,-0.48407351439844
-8.58907679179086,1.27098012743914,1.05366272844619,-0.252944158611425,0.0744676161457734,-0.313986175532789,-0.742922573335325
-12.1502559012103,1.40938852155271,1.06909134291767,0.229152075700853,-0.032346044416788,-0.406968308589347,-0.291076961445585
-10.5121240394582,1.25577293497124,1.07266691144712,0.114719596696853,-0.0761481193665712,-0.249595476761989,-0.124635813684785
-10.2662104870798,1.32916777510619,1.1171308813521,-0.0229940623949271,-0.118078538521592,-0.337849592272303,-0.272795747027013
-12.081528849829,1.44641323778374,1.08948197776224,0.187261207533723,-0.0634408355834605,-0.440895818246511,-0.430982414122707
-13.6856025185575,1.54849852058407,1.10236505382893,0.411981639903469,-0.150876823951171,-0.524587431482369,-0.286500305895064
-12.6390182742835,1.4446726226414,1.11854457428559,0.216183325900807,-0.0861803083933638,-0.45121421283844,-0.335679513372791
-10.5974088477059,1.32870781339041,1.07217880734049,0.0224543425599569,-0.0422914085514405,-0.351166823210222,-0.582775427836616
-10.7238194904631,1.30421879819998,1.1109299711804,0.030502725213616,-0.0795337835804777,-0.344780232498294,-0.312154499858094
-12.3313515743017,1.46422246186675,1.10043590325223,0.22570931149452,-0.105793281714979,-0.442512807075151,-0.273037331155463
-11.784177147426,1.41781826686337,1.09470760135816,0.163066977601507,-0.0801471197397843,-0.424347248167638,-0.403064281920907
-9.97361285488928,1.31495182152833,1.07057951553954,-0.129724114576962,0.0836524218748664,-0.359385041148329,-0.618973170194566
-9.76950555277976,1.34059422199311,1.10895280499928,-0.146482349695176,-0.044319678892907,-0.382380588346314,-0.533714691129955
-10.2958536572865,1.28700894225478,1.06760252199828,-0.0314240616373828,0.0449392160886654,-0.325662973972555,-0.535174539001547
-12.6914405518405,1.44831957948593,1.06458403631127,0.272124741011558,-0.00206809682196072,-0.43340067229393,-0.423102564967553
-9.98775291591587,1.2977025409813,1.07593215110848,-0.0995387087788291,0.0216021072597923,-0.339013351634997,-0.342118595789077
-12.5540136486822,1.46052456031942,1.11576363874784,0.180074870055583,-0.0625757012627009,-0.474910607075101,-0.434678460243527
-11.3279593319741,1.41762586858214,1.07245572569563,0.161690269894239,-0.090662524527608,-0.396410719239718,-0.342123055004318
-8.7104258333802,1.27913281128065,1.04760191885579,-0.187702419312469,0.0265685826326777,-0.306707342911655,-0.648797337748829
-11.4334643608984,1.41544337728528,1.10003041795634,0.0416629054091806,-0.0424204913371709,-0.429965301392559,-0.272219787777964
-12.1069637933386,1.52402588753069,1.10925612094659,0.0381581360270908,0.00810859092088276,-0.5485606395633,-0.706194197325338
-13.9075493217742,1.60165590583156,1.10975957841631,0.281155999096653,-0.073868093125652,-0.586742535614606,-0.285711572902128
-12.2524292386685,1.44383566629239,1.07312244687072,0.331422270155974,-0.153982205715314,-0.413683817375962,-0.148949857993451
-11.0373958770741,1.35946219212544,1.07734604206634,0.122978779430709,-0.0701508113001087,-0.382616210403832,-0.392071002035236
-12.7701981789478,1.4525282072559,1.12097094327691,0.193532294398025,-0.0870236520846984,-0.469762593236785,-0.317381818611678
-13.1498473668955,1.57630217471942,1.09411300628421,0.362629019627197,-0.1700192871586,-0.535118362701589,-0.454385283256843
-11.2352053949153,1.39361255596128,1.03469063189389,0.211429822150608,-0.0418405765025234,-0.360685328221111,-0.434569510209731
-11.841997385557,1.43587168265147,1.11267881548089,0.202891901962684,-0.174351320321186,-0.430895889974666,-0.221933483294316
-12.2055406698707,1.40835137975605,1.07219366467881,0.186164442197472,-0.0250066566300415,-0.404402275775484,0.0379785508670839
-11.6583905514467,1.46810765824791,1.1024527016429,0.0707736634120103,-0.0425200580129157,-0.481050092720135,-0.567301904439695
-10.6037459374321,1.40773258521465,1.07926157488141,0.0407331364661451,-0.0759590368318732,-0.412542932274248,-0.561958522981452
-11.3776881516122,1.36992156856592,1.07683492168309,0.13447742450992,-0.0355099631781722,-0.373534998142396,-0.353015896037483
-10.4915455026544,1.34886618834729,1.07236638847342,-0.00701568600360676,0.00488120882820652,-0.3756955656013,-0.55784273957199
-9.99159899496504,1.34602815376355,1.08589546985561,-0.107803178602529,-0.00346317796897795,-0.375649476553011,-0.626309617178772
-10.8609260270102,1.37883832589311,1.08079224066356,0.0479716928917545,-0.0458756582964487,-0.393395470315873,-0.410752745752659
-9.9159257523802,1.42459447307975,1.10089263575615,-0.196279764460616,0.00426983911861601,-0.453018944051041,-0.438494841979724
-12.9827801593574,1.49955951248225,1.10713556943025,0.312548188363633,-0.137354186474969,-0.495415078517133,-0.350772191387635
-12.6469136978056,1.47551559432647,1.09247026656437,0.304294411779062,-0.129044057767337,-0.453938914323893,-0.262709621929552
-10.1360821207463,1.36084787370112,1.10694098897083,-0.128183573682107,-0.0149279094516328,-0.408379351819153,-0.606364501636377
-12.8442309073593,1.49415660825813,1.09020832390731,0.294612760811247,-0.0913952329629075,-0.470223785717393,-0.363768043216845
-11.8157810163357,1.43050575239189,1.10617192229197,0.136118926730758,-0.0863133675692887,-0.434865951551466,-0.326545796892936
-14.3284691299231,1.56655444891103,1.10753314797529,0.436800821479891,-0.109038547077513,-0.548083248811128,-0.358645179031204
-8.86699146117732,1.27087055754535,1.09853609454754,-0.261619695245621,0.00378272025181501,-0.325035281830548,-0.493668888481689
-11.7195435204864,1.4803447625017,1.13464561172132,0.159247238592744,-0.220049354140379,-0.470010172586708,-0.224792536826905
-11.8561635663871,1.37185302854459,1.08442678358564,0.170839296503877,-0.0223060154147269,-0.376693918743476,-0.42913020214437
-12.1717262120127,1.52456428783782,1.12067402853054,0.11418074896757,-0.0902602596028881,-0.526494409329284,-0.535857467168165
-11.3962354189961,1.42987821364754,1.06275312542437,0.0939570271219371,0.0113706249355035,-0.436613675308804,-0.567067695342538
-10.1754468357356,1.29332728436416,1.07576634532791,-0.0349129662386147,0.00736240813650113,-0.321454877324068,-0.496725827294925
-13.2535444431958,1.47728069712572,1.11149945510127,0.324504910396489,-0.109909869596617,-0.476999813934706,-0.252737218148333
-12.8130575585619,1.47653642961238,1.08959801899494,0.228485579437439,-0.0194885079539114,-0.472328945325715,-0.409029648401846
-13.6368300516837,1.44997508225821,1.08303340365959,0.378302876416337,-0.0670442998398461,-0.431418009112078,-0.136793862424998
-14.0316112534804,1.50845777047964,1.13280497477649,0.38249728512751,-0.130861190119172,-0.51670389332616,-0.209329921852948
-10.1743875213064,1.3390205097593,1.07413129221129,-0.0493914604626859,0.00199959593058291,-0.366611110057603,-0.618034963357791
-8.44753100093839,1.2927764194465,1.07567401658084,-0.293790423049234,0.0472473346053153,-0.338567855345219,-0.539168941485979
-9.36347236997445,1.27281125653509,1.03465038757455,-0.117509437392899,0.0360273956270333,-0.289330846286857,-0.30004352447011
-12.2637602057753,1.45584705009123,1.10799155429223,0.26647954635381,-0.168755998870344,-0.442153750890368,-0.284413307671194
-8.00336197956141,1.2582383888192,1.07662054965484,-0.289510130847142,-0.0278816926421399,-0.299498516134686,-0.639500044518607
-11.7357089130511,1.42293256465052,1.07985795453971,0.175568091200417,-0.0647817731791008,-0.43438704043616,-0.479348838920089
-10.5164119650983,1.40375418751782,1.0568481781042,0.0592957965122415,-0.0479867906878497,-0.381854236235613,-0.491447813286174
-12.3955770208062,1.54185374609026,1.10927481292696,0.115613721496935,-0.0487592385547197,-0.541780973483104,-0.156532214668403
-12.7263763705318,1.52842458622253,1.080617454184,0.183750865980932,0.0198839223082319,-0.530632128626012,-0.635554109094295
-11.8698280956535,1.41939525976272,1.07472835135279,0.233012053681728,-0.0858271498727767,-0.403894080931906,-0.36942480017893
-10.5744682413074,1.3430277032485,1.08261645229859,0.00114554558980202,-0.0200989917439284,-0.356660744528855,-0.419466467433177
-10.7524314142181,1.31697684742628,1.07136223659662,0.0169720544795119,0.0280232309976454,-0.346371632833264,-0.530828748799808
-8.92297761025391,1.25706925939753,1.08314839290832,-0.19744313453086,-0.00536097343045467,-0.305239429728603,-0.540657891381657
-11.9364272181275,1.46994135365897,1.10952041039235,0.101015351626173,-0.0929240121434047,-0.462430048574916,-0.553987633652128
-11.0345029409513,1.34887920619821,1.08755304578407,0.0463155758534997,-0.0138594467968922,-0.371749294762808,-0.361745968856518
-11.1322744143278,1.35287734699889,1.08836471711558,0.138001097173068,-0.0963384784100594,-0.338466023697864,-0.260104854983402
-11.7220802882912,1.44317373621468,1.08924689526665,0.0758035114263486,-0.0285911471760558,-0.444142144058996,-0.0639493460599445
-10.9775190757097,1.30645862289177,1.08825972335615,-0.0115505897152484,0.0230667077633987,-0.344223553267778,-0.265057774538949
-10.203740859728,1.3281106596268,1.07441147614466,-0.000828280547664657,-0.00887227611026777,-0.347330729870933,-0.862307434993151
-8.74649694896214,1.26198260585379,1.08096517420439,-0.203598663315113,-0.015758066079807,-0.298704921991211,-0.598359501965539
-11.1797289498744,1.37212313658676,1.05974866027505,0.102091435548985,0.00802681053063353,-0.379887508227848,-0.491839285509309
-13.2526520911956,1.50457921851146,1.12182707798219,0.316053201147974,-0.146003658804338,-0.516966146233881,-0.310160318935444
-8.97493484318594,1.26329979012397,1.11331121905195,-0.177589747188355,-0.0930690395230178,-0.293673032636547,-0.374114360370964
-11.9720026544414,1.4300358602601,1.08733992733881,0.189552732819375,-0.0657018249246565,-0.430128375249561,-0.40409130103705
-11.895472424182,1.41197447305893,1.07842680123522,0.166815495005751,-0.0240149607015069,-0.412670637452723,-0.437060673585003
-14.0283767985607,1.59429247831085,1.15215171948974,0.385801713989513,-0.226185938126247,-0.581222951297317,-0.213640863678691
-11.8461466168174,1.524976402661,1.10447121377161,0.0827521728977952,-0.0522125082159283,-0.525529877934952,-0.510516081487516
-10.5817890221369,1.36528251843536,1.08881271176192,0.0202901870180224,-0.0663766730466901,-0.386432062195116,-0.422553895988985
-10.0617865656815,1.3431776543283,1.07016855954931,-0.0548797605419394,-0.00169164392714997,-0.365658204235954,-0.527336403628152
-10.11056112004,1.29511534607963,1.07270437373863,-0.00298599254575591,-0.0332558015464361,-0.324635889051314,-0.409397136422614
-9.59955411169076,1.32676000811,1.05524154078805,-0.146187922698129,0.0645848492728404,-0.351677387583481,-0.74234889722733
-12.6441451919153,1.53507259545915,1.12276630283371,0.0930007638117323,-0.00716081119180762,-0.569674558364472,-0.709651882130724
-11.8002720252059,1.44059567427409,1.09741904783757,0.126904828148747,-0.0553918052732048,-0.454023166768925,-0.501946649497449
-11.9399305497137,1.46072109301224,1.06958878694062,0.142243838503728,0.0122639819810093,-0.453537220522958,-0.644098286649323
-10.1814395162176,1.32262291592243,1.05838241113764,-0.0294614698536168,0.032735413008682,-0.350943233936276,-0.612318277839472
-11.5207283161515,1.37307581940542,1.0468748398847,0.18868791065975,-0.000583695016552511,-0.356823579698338,-0.41855079115321
-9.67038132060099,1.28875943995291,1.05988100709434,-0.0680186611553432,0.0123517557599311,-0.321981683170514,-0.57748306498585
-11.7973744480396,1.45333984889268,1.08584433304842,0.12342616853924,-0.030301169999332,-0.451845999408982,-0.511515598383758
-10.3760676461461,1.34965889031381,1.09122291183373,-0.108835595697867,0.0395388067208111,-0.401132269640755,-0.560677598149881
-11.4393407756637,1.49483847990825,1.10343249826227,-0.0609172912308037,0.018620489486043,-0.526210648522149,-0.651097314456124
-14.8088094231328,1.63007635885449,1.14417888905235,0.392611835869363,-0.143893368348159,-0.624978108150919,-0.338718720312241
-11.6694790824767,1.50827443799819,1.10194767014734,0.0600371092485794,-0.081299622240916,-0.502426574877247,-0.570924203036682
-10.4558434160229,1.31628645821871,1.07370539807401,0.0456585451804054,-0.0451195702181653,-0.343077951897143,-0.407874250303433
-13.5643064692403,1.48270816673746,1.10151566085329,0.322620635774188,-0.0646647928532917,-0.482097217752795,-0.105450217062157
-9.62231800212885,1.31319180578041,1.05813510293739,-0.106844913843882,0.0276216808124529,-0.340809147429246,-0.52324556394953
-9.34540523376418,1.33867405694672,1.07472811757445,-0.151267515435554,-0.00976532229452826,-0.365763233906182,-0.633179968128475
-12.2612443377381,1.46353381222969,1.10727084880104,0.266632822173308,-0.171302896715451,-0.440898247369441,-0.235171700662867
-9.3733697783579,1.24130326644516,1.04115142173453,-0.0852589361509235,0.0558487366884299,-0.271771998785318,-0.498152032901934
-11.6512066964511,1.42911262262741,1.10045737612527,0.197538878220822,-0.154806283569583,-0.413625804937094,-0.252753587872226
-9.63386364591097,1.31042821602929,1.08359966431249,-0.156310917169157,0.0281433547428824,-0.351275640803176,-0.707692566575224
-10.9705460099546,1.34947355038528,1.04428076078781,0.164256994618926,-0.0346935317368942,-0.326142263209883,-0.346431239116272
-11.0138019433813,1.38410441753984,1.10792573715484,-0.0136696059239314,-0.0252257808372215,-0.416210346297017,-0.509328517329781
-9.2755350470781,1.26336469286663,1.02580551978755,-0.0685709479080674,0.0541159794678402,-0.290152377683233,-0.529223463963783
-16.6608662360166,1.82220176053062,1.11175702467592,0.679663623579295,-0.159029813399715,-0.78365193185104,-0.532971393066353
-11.3924712984703,1.37967979002329,1.073568479047,0.0707013491337944,0.0301995096451322,-0.40216183316239,-0.473105757869281
-11.993933899331,1.39184645589622,1.07933276807532,0.249374808848522,-0.0932587098630888,-0.380497665599446,-0.179138814434382
-11.1726208928952,1.37286684859784,1.06853397892806,0.13533301709357,-0.0473631333131671,-0.384844350080167,-0.633008943097651
-10.3216833587037,1.32971212363391,1.0675965288606,-0.0488705350651226,0.0486098428000401,-0.364858646488304,-0.69700301501796
-9.77875184560426,1.31288509781043,1.08283871968424,-0.0949058076226064,-0.0186674192599558,-0.337994231483576,-0.526892663916734
-8.85280340574385,1.29262516767251,1.0501463865292,-0.196630799535319,0.0493940236126462,-0.320542399741466,-0.693797727912672
-10.4770303465855,1.32618264365543,1.09118742573282,-0.0537960638195678,0.0128254020450282,-0.369484147809439,-0.481206479923307
-13.6693803381503,1.53029739801748,1.08913820551143,0.332319587535671,-0.0295943865952516,-0.528940188704429,-0.450552498776163
-8.53902763039796,1.2334781894599,1.0428791744632,-0.202742846377415,0.0489354900969284,-0.267583620641084,-0.628396548476485
-9.848796390204,1.30849198356611,1.06990480701238,-0.10108500211605,-0.0024592379398583,-0.339088928654634,-0.259159460132888
-9.27021278234488,1.29660949422549,1.0907312571287,-0.120862427807396,-0.0799656444175036,-0.331503989059003,-0.47995448560063
-11.9575890570101,1.41228682449855,1.11208739550848,0.215345061127978,-0.149372248881815,-0.411503623165029,-0.281825831479133
-13.6476564321544,1.57223306272866,1.12209850573023,0.246014767906269,-0.0913755960088956,-0.563888714441062,-0.197700995410546
-11.8021890858586,1.41546254588388,1.08241543779339,0.159283962542017,-0.0444170722846675,-0.409830930905009,-0.34036039198391
-7.9050264429955,1.2810205854775,1.03251995233552,-0.282835800889163,0.0576152219018656,-0.308845421444679,-0.897415449575727
-9.98390059696839,1.29887445171805,1.07386698264013,-0.0726395876105222,0.0159422697171655,-0.343247523598287,-0.52720099719684
